seq,operation,phase,address_offset,register,write_value,redundant_from_reset,read_mask,compare,read_expect,description
295,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
296,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
297,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
298,POLL,F_pop_each_captured_word_refill_as_we_go,0x150,ENG0_TX_FIFO_FLAGS,,,0x00000f00,==,0x00000000,ENG0_TX_FIFO_FLAGS wait for FULL == 0
299,WRITE,F_pop_each_captured_word_refill_as_we_go,0x154,ENG0_TXDATA0,0x00000001,,,,,ENG0_TXDATA0     ch0 bits 31:0
300,WRITE,F_pop_each_captured_word_refill_as_we_go,0x158,ENG0_TXDATA1,0x00000000,,,,,ENG0_TXDATA1     ch0 bits 63:32
301,WRITE,F_pop_each_captured_word_refill_as_we_go,0x170,ENG0_TXPUSH_CH0,0x00000000,,,,,ENG0_TXPUSH_CH0  commit ch0
302,WRITE,F_pop_each_captured_word_refill_as_we_go,0x154,ENG0_TXDATA0,0x00000012,,,,,ENG0_TXDATA0     ch1 bits 31:0
303,WRITE,F_pop_each_captured_word_refill_as_we_go,0x158,ENG0_TXDATA1,0x00000012,,,,,ENG0_TXDATA1     ch1 bits 63:32
304,WRITE,F_pop_each_captured_word_refill_as_we_go,0x174,ENG0_TXPUSH_CH1,0x00000000,,,,,ENG0_TXPUSH_CH1  commit ch1
305,WRITE,F_pop_each_captured_word_refill_as_we_go,0x154,ENG0_TXDATA0,0x0000001a,,,,,ENG0_TXDATA0     ch2 bits 31:0
306,WRITE,F_pop_each_captured_word_refill_as_we_go,0x158,ENG0_TXDATA1,0x0000001a,,,,,ENG0_TXDATA1     ch2 bits 63:32
307,WRITE,F_pop_each_captured_word_refill_as_we_go,0x178,ENG0_TXPUSH_CH2,0x00000000,,,,,ENG0_TXPUSH_CH2  commit ch2
308,WRITE,F_pop_each_captured_word_refill_as_we_go,0x17c,ENG0_TXPUSH_CTL,0x00000040,,,,,ENG0_TXPUSH_CTL  LEN=64 LOOP=0
309,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
310,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
311,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
312,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
313,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
314,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
315,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
316,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
317,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
318,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
319,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
320,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000003,ENG1_RXDATA0     bits 31:0
321,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000003,ENG1_RXDATA1     bits 63:32
322,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
323,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
324,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
325,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
326,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
327,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
328,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
329,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000b,ENG1_RXDATA0     bits 31:0
330,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000b,ENG1_RXDATA1     bits 63:32
331,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
332,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
333,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
334,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
335,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
336,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
337,READ,F_pop_each_captured_word_refill_as_we_go,0x294,ENG1_RX_STAT,,,0x00000006,==,0x00000002,ENG1_RX_STAT       SYNCED=1 and LEN_ERR=0 mid stream
338,READ,F_pop_each_captured_word_refill_as_we_go,0x218,ENG1_SCLK_METER,,,0x00ffffff,==,0x00000190,"ENG1_SCLK_METER    period = 400 pclk, i.e. 1 MHz"
339,POLL,F_pop_each_captured_word_refill_as_we_go,0x150,ENG0_TX_FIFO_FLAGS,,,0x00000f00,==,0x00000000,ENG0_TX_FIFO_FLAGS wait for FULL == 0
340,WRITE,F_pop_each_captured_word_refill_as_we_go,0x154,ENG0_TXDATA0,0x00000001,,,,,ENG0_TXDATA0     ch0 bits 31:0
341,WRITE,F_pop_each_captured_word_refill_as_we_go,0x158,ENG0_TXDATA1,0x00000000,,,,,ENG0_TXDATA1     ch0 bits 63:32
342,WRITE,F_pop_each_captured_word_refill_as_we_go,0x170,ENG0_TXPUSH_CH0,0x00000000,,,,,ENG0_TXPUSH_CH0  commit ch0
343,WRITE,F_pop_each_captured_word_refill_as_we_go,0x154,ENG0_TXDATA0,0x00000013,,,,,ENG0_TXDATA0     ch1 bits 31:0
344,WRITE,F_pop_each_captured_word_refill_as_we_go,0x158,ENG0_TXDATA1,0x00000013,,,,,ENG0_TXDATA1     ch1 bits 63:32
345,WRITE,F_pop_each_captured_word_refill_as_we_go,0x174,ENG0_TXPUSH_CH1,0x00000000,,,,,ENG0_TXPUSH_CH1  commit ch1
346,WRITE,F_pop_each_captured_word_refill_as_we_go,0x154,ENG0_TXDATA0,0x0000001b,,,,,ENG0_TXDATA0     ch2 bits 31:0
347,WRITE,F_pop_each_captured_word_refill_as_we_go,0x158,ENG0_TXDATA1,0x0000001b,,,,,ENG0_TXDATA1     ch2 bits 63:32
348,WRITE,F_pop_each_captured_word_refill_as_we_go,0x178,ENG0_TXPUSH_CH2,0x00000000,,,,,ENG0_TXPUSH_CH2  commit ch2
349,WRITE,F_pop_each_captured_word_refill_as_we_go,0x17c,ENG0_TXPUSH_CTL,0x00000040,,,,,ENG0_TXPUSH_CTL  LEN=64 LOOP=0
350,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
351,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
352,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
353,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
354,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
355,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
356,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
357,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
358,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
359,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
360,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
361,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000004,ENG1_RXDATA0     bits 31:0
362,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000004,ENG1_RXDATA1     bits 63:32
363,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
364,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
365,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
366,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
367,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
368,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
369,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
370,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000c,ENG1_RXDATA0     bits 31:0
371,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000c,ENG1_RXDATA1     bits 63:32
372,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
373,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
374,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
375,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
376,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
377,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
378,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
379,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
380,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
381,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
382,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
383,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
384,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
385,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
386,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
387,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
388,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
389,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000005,ENG1_RXDATA0     bits 31:0
390,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000005,ENG1_RXDATA1     bits 63:32
391,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
392,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
393,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
394,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
395,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
396,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
397,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
398,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000d,ENG1_RXDATA0     bits 31:0
399,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000d,ENG1_RXDATA1     bits 63:32
400,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
401,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
402,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
403,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
404,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
405,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
406,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
407,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
408,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
409,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
410,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
411,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
412,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
413,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
414,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
415,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
416,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
417,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000006,ENG1_RXDATA0     bits 31:0
418,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000006,ENG1_RXDATA1     bits 63:32
419,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
420,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
421,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
422,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
423,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
424,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
425,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
426,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000e,ENG1_RXDATA0     bits 31:0
427,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000e,ENG1_RXDATA1     bits 63:32
428,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
429,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
430,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
431,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
432,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
433,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
434,POLL,F_pop_each_captured_word_refill_as_we_go,0x29c,ENG1_RX_FIFO_STAT,,,0x000f8000,!=,0x00000000,ENG1_RX_FIFO_STAT  wait for FRAMES != 0
435,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a4,ENG1_RXPOP_CH0,0x00000001,,,,,ENG1_RXPOP_CH0     pop the framing wire
436,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000001,ENG1_RXDATA0     bits 31:0
437,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000000,ENG1_RXDATA1     bits 63:32
438,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
439,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
440,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
441,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
442,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
443,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
444,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2a8,ENG1_RXPOP_CH1,0x00000001,,,,,ENG1_RXPOP_CH1     pop channel 1
445,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x00000007,ENG1_RXDATA0     bits 31:0
446,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x00000007,ENG1_RXDATA1     bits 63:32
447,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
448,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
449,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
450,READ,F_pop_each_captured_word_refill_as_we_go,0x2c4,ENG1_RXDATA5,,,0xffffffff,==,0x00000000,"ENG1_RXDATA5     above LEN-1, must be zero"
451,READ,F_pop_each_captured_word_refill_as_we_go,0x2c8,ENG1_RXDATA6,,,0xffffffff,==,0x00000000,"ENG1_RXDATA6     above LEN-1, must be zero"
452,READ,F_pop_each_captured_word_refill_as_we_go,0x2cc,ENG1_RXDATA7,,,0xffffffff,==,0x00000000,"ENG1_RXDATA7     above LEN-1, must be zero"
453,WRITE,F_pop_each_captured_word_refill_as_we_go,0x2ac,ENG1_RXPOP_CH2,0x00000001,,,,,ENG1_RXPOP_CH2     pop channel 2
454,READ,F_pop_each_captured_word_refill_as_we_go,0x2b0,ENG1_RXDATA0,,,0xffffffff,==,0x0000000f,ENG1_RXDATA0     bits 31:0
455,READ,F_pop_each_captured_word_refill_as_we_go,0x2b4,ENG1_RXDATA1,,,0xffffffff,==,0x0000000f,ENG1_RXDATA1     bits 63:32
456,READ,F_pop_each_captured_word_refill_as_we_go,0x2b8,ENG1_RXDATA2,,,0xffffffff,==,0x00000000,"ENG1_RXDATA2     above LEN-1, must be zero"
457,READ,F_pop_each_captured_word_refill_as_we_go,0x2bc,ENG1_RXDATA3,,,0xffffffff,==,0x00000000,"ENG1_RXDATA3     above LEN-1, must be zero"
458,READ,F_pop_each_captured_word_refill_as_we_go,0x2c0,ENG1_RXDATA4,,,0xffffffff,==,0x00000000,"ENG1_RXDATA4     above LEN-1, must be zero"
